StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q1.2_Browser,Q1.2_Version,Q1.2_Operating System,Q1.2_Resolution,Q2.1,Q4.2_First Click,Q4.2_Last Click,Q4.2_Page Submit,Q4.2_Click Count,Q5.3_First Click,Q5.3_Last Click,Q5.3_Page Submit,Q5.3_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q7.2_1,Q7.3_1,Q7.4,Q7.4_DO,Q7.5,Q7.5_DO,Q7.6,Q7.7,Q7.7_DO,Q7.8,Q7.8_DO,Q7.9,Q7.9_DO,Q7.10_First Click,Q7.10_Last Click,Q7.10_Page Submit,Q7.10_Click Count,Q8.1,Q8.2_First Click,Q8.2_Last Click,Q8.2_Page Submit,Q8.2_Click Count,Q9.2_First Click,Q9.2_Last Click,Q9.2_Page Submit,Q9.2_Click Count,mturk_completion_code,Q_TotalDuration,city,state,zip,FL_7_DO
2020-03-23 22:49:49,2020-03-23 22:50:52,IP Address,70.95.30.129,46,63,False,2020-03-30 22:50:59,R_2BbWf9oOE6QooOk,,,,,,,anonymous,EN,A1N53V41FMCR7Q,Chrome,80.0.3987.149,Windows NT 10.0,3440x1440,Yes,0,0,2.65,0,,,,,28.83,47.685,48.204,7,,,,,,,,,,,,,,,,,,,,,,,,,,,356400,63,San Diego,CA,92126,Article-NewYork
2020-03-23 23:00:02,2020-03-23 23:00:25,IP Address,172.89.35.106,15,23,False,2020-03-30 23:00:39,R_3HYQ55y4m9F4Mmp,,,,,,,anonymous,EN,A1AACVGWWZIYLQ,Firefox,68.0,Android 8.1.0,360x592,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140014,23,Placentia,CA,92870,
2020-03-23 23:00:38,2020-03-23 23:01:05,IP Address,172.89.35.106,12,26,False,2020-03-30 23:01:59,R_30knsal3oIideYi,,,,,,,anonymous,EN,A1AACVGWWZIYLQ,Firefox,68.0,Android 8.1.0,360x592,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686898,26,Placentia,CA,92870,
2020-03-23 23:04:20,2020-03-23 23:11:46,IP Address,99.175.66.133,46,445,False,2020-03-30 23:11:55,R_2foHZdbwOYvHG9Z,,,,,,,anonymous,EN,A3TDUHEBFJ53NM,Firefox,74.0,Windows NT 10.0,1920x1080,Yes,0,0,15.573,0,56.01,118.691,305.338,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752530,445,Los Angeles,CA,90023,Article-LA
2020-03-23 23:16:19,2020-03-23 23:17:51,IP Address,68.8.150.53,46,91,False,2020-03-30 23:17:59,R_2rZwgNOO4jfczyK,,,,,,,anonymous,EN,A1K3EVN2Y9DKBZ,Chrome,80.0.3987.149,Macintosh,1440x900,Yes,2.255,4.032,4.566,3,0,0,78.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332504,91,San Diego,CA,92114,Article-LA
2020-03-23 23:35:12,2020-03-23 23:39:24,IP Address,76.29.161.217,92,251,False,2020-03-30 23:40:03,R_1gSL082T4tDmCZN,,,,,,,anonymous,EN,a1kk1z0edzx9f3,Chrome,80.0.3987.149,Windows NT 10.0,1680x1050,Yes,0,0,45.084,0,0,0,61.053,0,,,,,6,7,Over $14 billion,Over $14 billion|Over $2 billion|I don't know|About $1 billion|About $1 million,Ships that not been retrofitted to run on the city electrical grid,Heavy-duty diesel trucks|Ships that not been retrofitted to run on the city electrical grid|I don't know|Power plants generating electricity|Cars,Cancer,The shipping industry protests that the proper equipment to comply with the law is costly,I don't know|Plugging a ship into shore power requires many workers and several hours|Installing the necessary equipment across many ships in the industry can take long|The shipping industry protests that the proper equipment to comply with the law is costly|The state lacks resources to sufficiently enforce or audit the compliance with the law,"The industry will be slow to adapt, but can reach 100% compliance by 2030.","The shipment industry needs to relieve the pollution imposed on the residents around the port as soon as possible.|A single ship does not burn enough fuel oil to create pollution damaging to many people’s health.|A new and strict regulation may be too costly for the industry.|I don't know|The industry will be slow to adapt, but can reach 100% compliance by 2030.","State government, in terms of law enforcement and auditing fees","State government, in terms of law enforcement and auditing fees|Shipping industry, in terms of equipment installation fees for all large ships|Port authorities, in terms of infrastructure installed for onshore power supplies|Residents who live near the port, in terms of negative health impacts.|I don't know",6.543,104.31,105.33,12,50,6.178,6.178,9.149,1,,,,,404977,251,Modesto,CA,95350,Article-LA
2020-03-23 23:45:03,2020-03-23 23:47:04,IP Address,73.70.246.208,15,120,False,2020-03-30 23:47:27,R_2waauqkzyctWjQd,,,,,,,anonymous,EN,A37T1MVUL5YIC0,Edge,18.18363,Windows NT 10.0,1242x698,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806768,120,Vacaville,CA,95687,
2020-03-23 23:52:12,2020-03-23 23:56:51,IP Address,47.155.198.247,92,279,False,2020-03-30 23:57:03,R_3PFXZOzAx2Sk0jf,,,,,,,anonymous,EN,A2IGOO5B976XDF,Edge,18.18362,Windows NT 10.0,1280x720,Yes,0,0,1.94,0,,,,,38.484,38.484,121.298,1,6,6,About $1 billion,Over $2 billion|About $1 million|About $1 billion|I don't know|Over $14 billion,Ships that not been retrofitted to run on the city electrical grid,Cars|Ships that not been retrofitted to run on the city electrical grid|I don't know|Heavy-duty diesel trucks|Power plants generating electricity,Bronchitis,The shipping industry protests that the proper equipment to comply with the law is costly,Installing the necessary equipment across many ships in the industry can take long|The state lacks resources to sufficiently enforce or audit the compliance with the law|The shipping industry protests that the proper equipment to comply with the law is costly|I don't know|Plugging a ship into shore power requires many workers and several hours,A new and strict regulation may be too costly for the industry.,"The industry will be slow to adapt, but can reach 100% compliance by 2030.|A new and strict regulation may be too costly for the industry.|A single ship does not burn enough fuel oil to create pollution damaging to many people’s health.|I don't know|The shipment industry needs to relieve the pollution imposed on the residents around the port as soon as possible.","Residents who live near the port, in terms of negative health impacts.","State government, in terms of law enforcement and auditing fees|Residents who live near the port, in terms of negative health impacts.|Shipping industry, in terms of equipment installation fees for all large ships|I don't know|Port authorities, in terms of infrastructure installed for onshore power supplies",3.06,82.251,83.719,12,10,14.86,14.86,20.07,1,,,,,863140,279,Downey,CA,90242,Article-NewYork
2020-03-24 00:02:56,2020-03-24 00:09:47,IP Address,71.84.20.24,92,410,False,2020-03-31 00:10:45,R_2wH3ncOK7xSovEd,,,,,,,anonymous,EN,A2MM10557W7PLD,Chrome,79.0.3945.117,Macintosh,1280x800,Yes,8.663,8.663,9.776,1,106.461,106.461,150.754,1,,,,,5,4,Over $2 billion,Over $14 billion|About $1 billion|I don't know|About $1 million|Over $2 billion,Heavy-duty diesel trucks,Ships that not been retrofitted to run on the city electrical grid|Power plants generating electricity|Heavy-duty diesel trucks|Cars|I don't know,Bronchitis,The state lacks resources to sufficiently enforce or audit the compliance with the law,Installing the necessary equipment across many ships in the industry can take long|The state lacks resources to sufficiently enforce or audit the compliance with the law|The shipping industry protests that the proper equipment to comply with the law is costly|Plugging a ship into shore power requires many workers and several hours|I don't know,A new and strict regulation may be too costly for the industry.,"I don't know|A new and strict regulation may be too costly for the industry.|The shipment industry needs to relieve the pollution imposed on the residents around the port as soon as possible.|The industry will be slow to adapt, but can reach 100% compliance by 2030.|A single ship does not burn enough fuel oil to create pollution damaging to many people’s health.","Residents who live near the port, in terms of negative health impacts.","Port authorities, in terms of infrastructure installed for onshore power supplies|State government, in terms of law enforcement and auditing fees|Shipping industry, in terms of equipment installation fees for all large ships|I don't know|Residents who live near the port, in terms of negative health impacts.",4.498,188.519,190.209,10,0,3.692,3.692,9.422,1,,,,,225113,410,Paso Robles,CA,93446,Article-LA
2020-03-24 00:41:23,2020-03-24 00:42:07,IP Address,96.39.238.51,35,43,False,2020-03-31 00:42:10,R_1jKf50GlAPCjV2F,,,,,,,anonymous,EN,A2UAHW3Q7S45JP,Chrome,80.0.3987.149,Windows NT 10.0,1707x960,Yes,0,0,23.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575861,43,Long Beach,CA,90804,Article-NewYork
2020-03-24 00:34:15,2020-03-24 00:42:50,IP Address,135.180.42.34,35,515,False,2020-03-31 00:43:14,R_3hseanmzcO1fcKj,,,,,,,anonymous,EN,A391L408MBCJCT,Chrome,80.0.3987.149,Windows NT 6.1,1152x720,Yes,74.468,83.715,85.751,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674206,515,Oakland,CA,94609,Article-NewYork
2020-03-24 00:59:50,2020-03-24 00:59:58,IP Address,66.214.235.25,35,7,False,2020-03-31 01:00:38,R_38xEVAfxzLSvkOZ,,,,,,,anonymous,EN,mio,Chrome,80.0.3987.149,Macintosh,1440x900,Yes,0,0,1.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797370,7,West Covina,CA,91790,Article-NewYork
2020-03-24 01:05:27,2020-03-24 01:08:52,IP Address,108.238.168.46,46,205,False,2020-03-31 01:08:56,R_1diEy3gGYyA8Lcl,,,,,,,anonymous,EN,A1SS1WAVZAXY44,Chrome,80.0.3987.132,Android 7.1.1,360x640,Yes,4.206,9.184,11.954,4,,,,,8.596,163.27,180.452,64,,,,,,,,,,,,,,,,,,,,,,,,,,,519668,205,Lynwood,CA,90262,Article-NewYork
2020-03-24 01:17:41,2020-03-24 01:18:14,IP Address,108.197.150.209,35,32,False,2020-03-31 01:18:23,R_2YsUXB8mSrNablC,,,,,,,anonymous,EN,ABEU56A0TRZ7S,Chrome,80.0.3987.149,Windows NT 10.0,1536x864,Yes,0,0,15.788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139539,32,Santa Ana,CA,92704,Article-LA
2020-03-24 01:00:29,2020-03-24 01:22:42,IP Address,172.114.36.250,92,1333,False,2020-03-31 01:23:26,R_1Nw4qAyuqLgyFQ8,,,,,,,anonymous,EN,AGZIIP9ILTRKF,Chrome,80.0.3987.132,Windows NT 10.0,1280x720,Yes,0,0,50.948,0,,,,,0,0,999.378,0,6,7,About $1 billion,Over $14 billion|I don't know|About $1 billion|About $1 million|Over $2 billion,Ships that not been retrofitted to run on the city electrical grid,Power plants generating electricity|I don't know|Ships that not been retrofitted to run on the city electrical grid|Heavy-duty diesel trucks|Cars,Bronchitis,The shipping industry protests that the proper equipment to comply with the law is costly,Plugging a ship into shore power requires many workers and several hours|Installing the necessary equipment across many ships in the industry can take long|The state lacks resources to sufficiently enforce or audit the compliance with the law|I don't know|The shipping industry protests that the proper equipment to comply with the law is costly,"The industry will be slow to adapt, but can reach 100% compliance by 2030.","The shipment industry needs to relieve the pollution imposed on the residents around the port as soon as possible.|A single ship does not burn enough fuel oil to create pollution damaging to many people’s health.|I don't know|The industry will be slow to adapt, but can reach 100% compliance by 2030.|A new and strict regulation may be too costly for the industry.","Port authorities, in terms of infrastructure installed for onshore power supplies","Port authorities, in terms of infrastructure installed for onshore power supplies|Shipping industry, in terms of equipment installation fees for all large ships|Residents who live near the port, in terms of negative health impacts.|I don't know|State government, in terms of law enforcement and auditing fees",14.565,212.059,215.884,17,50,37.473,37.473,43.493,1,,,,,645200,1333,Torrance,CA,90504,Article-NewYork
2020-03-24 01:27:48,2020-03-24 01:28:14,IP Address,66.85.185.70,35,26,False,2020-03-31 01:28:22,R_vcvUXjTCYZHB0eB,,,,,,,anonymous,EN,A3VRDQJNM1IC0E,Chrome,81.0.4044.69,Macintosh,1280x800,Yes,0,0,7.954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159984,26,Phoenix,AZ,85001,Article-LA
2020-03-24 01:46:39,2020-03-24 01:48:11,IP Address,197.36.180.31,46,91,False,2020-03-31 01:48:13,R_1hWGe4KfYlPTf9a,,,,,,,anonymous,EN,A3AMOEK8O4YPMH,Chrome,75.0.3770.143,Android 10,412x846,Yes,0.879,2.287,5.849,3,4.417,18.552,22.462,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829210,91,Cairo,11,,Article-LA
2020-03-24 01:48:04,2020-03-24 01:51:44,IP Address,172.89.96.3,46,219,False,2020-03-31 01:51:52,R_3JF5YUiiNmjf45R,,,,,,,anonymous,EN,A17OINLIDZ0C14,Chrome,80.0.3987.149,Windows NT 10.0,1920x1080,Yes,0,0,2.256,0,,,,,10.324,10.324,139.345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,343572,219,Lancaster,CA,93535,Article-NewYork
2020-03-24 01:55:49,2020-03-24 01:56:47,IP Address,197.36.180.31,46,58,False,2020-03-31 01:57:02,R_5AYAmSSTzQKD2gx,,,,,,,anonymous,EN,"A3AMOEK8O4YPMH ",Chrome,80.0.3987.149,Windows NT 10.0,1280x720,Yes,0,0,8.95,0,,,,,9.262,9.821,21.777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,197914,58,Cairo,11,,Article-NewYork
2020-03-24 01:48:48,2020-03-24 02:09:01,IP Address,105.39.122.176,46,1212,False,2020-03-31 02:09:40,R_1FeuqYvgjhSZ7zl,,,,,,,anonymous,EN,A3AMOEK8O4YPMH,Chrome,75.0.3770.143,Android 10,412x846,Yes,1.547,1.984,2.956,2,,,,,0.954,155.311,156.703,18,,,,,,,,,,,,,,,,,,,,,,,,,,,691793,1212,Cairo,11,,Article-NewYork
2020-03-24 02:11:03,2020-03-24 02:11:19,IP Address,198.148.88.250,35,15,False,2020-03-31 02:11:39,R_ZC5wY9LhzZUtYCl,,,,,,,anonymous,EN,A1GHQUEOH16HQ9,Chrome,80.0.3987.132,Windows NT 6.1,1366x768,Yes,0,0,6.919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495848,15,Denver,CO,80202,Article-LA
2020-03-24 02:12:21,2020-03-24 02:12:33,IP Address,198.148.88.250,35,12,False,2020-03-31 02:12:47,R_XCggTE9mOKWWxCF,,,,,,,anonymous,EN,A1GHQUEOH16HQ9,Chrome,80.0.3987.132,Windows NT 6.1,1366x768,Yes,0,0,2.261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750123,12,Denver,CO,80202,Article-NewYork
2020-03-24 03:10:38,2020-03-24 03:10:52,IP Address,23.241.121.98,35,13,False,2020-03-31 03:11:03,R_2tnj2g9p72Fxhv2,,,,,,,anonymous,EN,Bg67589,Safari iPhone,13.0.5,iPhone,414x896,Yes,0.174,1.911,3.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463015,13,Venice,CA,90291,Article-NewYork
2020-03-24 03:20:15,2020-03-24 03:23:02,IP Address,47.41.43.54,46,167,False,2020-03-31 03:23:33,R_Ahtjd5elF7H1Ihr,,,,,,,anonymous,EN,A31K79PQ18A3P0,Chrome,79.0.3945.130,Macintosh,1152x720,Yes,0,0,6.587,0,,,,,0,0,33.501,0,,,,,,,,,,,,,,,,,,,,,,,,,,,578019,167,Riverside,CA,92504,Article-NewYork
2020-03-24 04:24:29,2020-03-24 04:24:48,IP Address,76.91.195.62,35,18,False,2020-03-31 04:25:11,R_3ozFxHa18ofvIq5,,,,,,,anonymous,EN,oitfdtyhhyguguiknolpj,Chrome,80.0.3987.132,Windows NT 10.0,1536x864,Yes,1.751,2.255,3.042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169653,18,Los Angeles,CA,90045,Article-LA
2020-03-24 04:35:35,2020-03-24 04:52:06,IP Address,98.207.213.243,92,990,False,2020-03-31 04:52:34,R_3n0B9xBIyjo5mIi,,,,,,,anonymous,EN,A2RINH8P33GL6H,Chrome,80.0.3987.149,Windows NT 10.0,1536x864,Yes,24.035,24.035,31.54,1,134.785,296.029,298.082,19,,,,,6,6,Over $2 billion,Over $14 billion|Over $2 billion|I don't know|About $1 million|About $1 billion,Ships that not been retrofitted to run on the city electrical grid,Power plants generating electricity|Ships that not been retrofitted to run on the city electrical grid|I don't know|Heavy-duty diesel trucks|Cars,Early death,Plugging a ship into shore power requires many workers and several hours,Plugging a ship into shore power requires many workers and several hours|Installing the necessary equipment across many ships in the industry can take long|I don't know|The shipping industry protests that the proper equipment to comply with the law is costly|The state lacks resources to sufficiently enforce or audit the compliance with the law,A new and strict regulation may be too costly for the industry.,"The shipment industry needs to relieve the pollution imposed on the residents around the port as soon as possible.|A single ship does not burn enough fuel oil to create pollution damaging to many people’s health.|I don't know|The industry will be slow to adapt, but can reach 100% compliance by 2030.|A new and strict regulation may be too costly for the industry.","Residents who live near the port, in terms of negative health impacts.","Shipping industry, in terms of equipment installation fees for all large ships|I don't know|Residents who live near the port, in terms of negative health impacts.|Port authorities, in terms of infrastructure installed for onshore power supplies|State government, in terms of law enforcement and auditing fees",7.212,405.646,408.514,51,40,8.185,13.937,20.715,2,,,,,403363,990,Pleasanton,CA,94566,Article-LA
2020-03-24 04:58:46,2020-03-24 04:59:24,IP Address,76.103.236.207,46,37,False,2020-03-31 05:00:03,R_25TI4SwQwXAzX8E,,,,,,,anonymous,EN,A3J792104WPJ10,Chrome,80.0.3987.149,Windows NT 6.3,1920x1080,Yes,0.948,1.662,2.78,2,1.034,15.756,26.048,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847356,37,Pleasanton,CA,94588,Article-LA
2020-03-24 05:15:06,2020-03-24 05:17:22,IP Address,104.236.195.72,35,136,False,2020-03-31 05:17:47,R_x9LClE8QXG00B9L,,,,,,,anonymous,EN,A28WSBB0DSV47X,Chrome,80.0.3987.149,Windows NT 6.3,1366x768,Yes,2.793,2.793,4.972,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143861,136,Clifton,NJ,07014,Article-LA
2020-03-24 06:19:57,2020-03-24 06:20:20,IP Address,107.13.250.237,35,23,False,2020-03-31 06:20:53,R_126mXEGz1SL0blK,,,,,,,anonymous,EN,A2WC2NO555XU3J,Chrome,80.0.3987.149,Windows NT 10.0,1920x1080,Yes,0,0,6.367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944881,23,Raleigh,NC,27601,Article-NewYork
2020-03-24 07:26:43,2020-03-24 07:26:52,IP Address,68.7.60.174,15,8,False,2020-03-31 07:27:01,R_2fDTklvRaic9JGe,,,,,,,anonymous,EN,A2SCNPXHXLGYJJ,Chrome,80.0.3987.132,Android 8.1.0,360x640,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321954,8,El Cajon,CA,92020,
